sexo,edad,nacionalidad,ccaa,tipo_hogar,regimen_vivienda,nivel_educativo,unidades_consumo,renta_hogar,ingresos_anuales,riesgo_pobreza,situacion_economica_infancia,pesos
Hombre,54,Espana,ES11,Biparental con niños/as,En propiedad,100,2.5,25692,9319.9,0,Moderadamente mala,767.76894
Mujer,50,Espana,ES11,Biparental con niños/as,En propiedad,100,2.5,25692,12863.4,0,Moderadamente mala,767.76894
Mujer,23,Espana,ES11,Biparental con niños/as,En propiedad,344,2.5,25692,252.8,0,NA,767.76894
Hombre,18,Espana,ES11,Biparental con niños/as,En propiedad,000,2.5,25692,2867.1,0,NA,767.76894
Hombre,35,Espana,ES11,Biparental con niños/as,En alquiler,200,2.1,17829.6,8429.9,1,Muy mala,845.90822
Mujer,30,Espana,ES11,Biparental con niños/as,En alquiler,500,2.1,17829.6,0,1,Moderadamente buena,845.90822
Hombre,5,NA,ES11,Biparental con niños/as,En alquiler,NA,2.1,17829.6,NA,1,NA,845.90822
Mujer,3,NA,ES11,Biparental con niños/as,En alquiler,NA,2.1,17829.6,NA,1,NA,845.90822
Mujer,46,Espana,ES11,Unipersonal,En alquiler,500,1,9009.1,9000,1,Buena,743.92986
Hombre,81,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,27678.6,0,0,NA,648.45864
Mujer,76,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,27678.6,0,0,NA,648.45864
Mujer,69,Espana,ES11,Unipersonal,En propiedad,100,1,21350.1,0,0,NA,969.21138
Hombre,78,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,35496.5,0,0,NA,679.54166
Mujer,73,Espana,ES11,2 adultos sin niños,En propiedad,500,1.5,35496.5,0,0,NA,679.54166
Mujer,72,Espana,ES11,Unipersonal,En propiedad,100,1,3642.3,0,1,NA,969.21138
Hombre,44,Espana,ES11,Biparental con niños/as,En propiedad,500,1.8,48837.6,29012.7,0,Moderadamente buena,1312.99067
Mujer,45,Espana,ES11,Biparental con niños/as,En propiedad,500,1.8,48837.6,19426.2,0,Buena,1312.99067
Mujer,9,NA,ES11,Biparental con niños/as,En propiedad,NA,1.8,48837.6,NA,0,NA,1312.99067
Hombre,57,Espana,ES11,Otros hogares,En propiedad,200,2,54677.5,27395,0,Moderadamente mala,840.6483
Mujer,49,Espana,ES11,Otros hogares,En propiedad,300,2,54677.5,14956.7,0,Moderadamente buena,840.6483
Hombre,23,Espana,ES11,Otros hogares,En propiedad,354,2,54677.5,14761.9,0,NA,840.6483
Mujer,77,Espana,ES11,Unipersonal,En propiedad,100,1,9043.4,0,0,NA,882.97641
Hombre,81,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,18822.8,0,0,NA,551.43012
Mujer,76,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,18822.8,0,0,NA,551.43012
Hombre,74,Espana,ES11,Otros hogares,En propiedad,000,2,17091.2,0,1,NA,450.99702
Mujer,72,Espana,ES11,Otros hogares,En propiedad,000,2,17091.2,0,1,NA,450.99702
Mujer,86,Extranjero (resto UE),ES11,Otros hogares,En propiedad,000,2,17091.2,0,1,NA,450.99702
Hombre,62,Espana,ES11,Otros hogares,En propiedad,500,2,39914.6,26219,0,NA,828.99267
Mujer,58,Espana,ES11,Otros hogares,En propiedad,100,2,39914.6,0,0,Moderadamente mala,828.99267
Hombre,29,Espana,ES11,Otros hogares,En propiedad,500,2,39914.6,9793.9,0,Moderadamente buena,828.99267
Hombre,61,Espana,ES11,Otros hogares,En propiedad,200,2,19280.6,0,0,NA,722.91428
Hombre,86,Espana,ES11,Otros hogares,En propiedad,000,2,19280.6,0,0,NA,722.91428
Mujer,86,Espana,ES11,Otros hogares,En propiedad,000,2,19280.6,0,0,NA,722.91428
Hombre,67,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,32550.4,0,0,NA,345.90231
Mujer,59,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,32550.4,14427.9,0,Moderadamente mala,345.90231
Hombre,76,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,19936.9,0,0,NA,679.54166
Mujer,75,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,19936.9,0,0,NA,679.54166
Hombre,47,Extranjero (resto mundo),ES11,Otros hogares,En alquiler,500,2.6,13204.4,11018.1,1,Buena,515.8712
Mujer,45,Extranjero (resto mundo),ES11,Otros hogares,En alquiler,500,2.6,13204.4,1378.2,1,Buena,515.8712
Hombre,14,NA,ES11,Otros hogares,En alquiler,NA,2.6,13204.4,NA,1,NA,515.8712
Hombre,12,NA,ES11,Otros hogares,En alquiler,NA,2.6,13204.4,NA,1,NA,515.8712
Hombre,77,Espana,ES11,Otros hogares,En alquiler,100,2.6,13204.4,0,1,NA,515.8712
Mujer,68,Espana,ES11,Unipersonal,En alquiler,300,1,-6193.5,0,1,NA,969.21138
Hombre,49,Espana,ES11,Otros hogares,En propiedad,200,2.5,40819.6,0,0,Moderadamente buena,883.57415
Mujer,48,Espana,ES11,Otros hogares,En propiedad,300,2.5,40819.6,15216.2,0,Moderadamente buena,883.57415
Hombre,26,Espana,ES11,Otros hogares,En propiedad,200,2.5,40819.6,12682.7,0,Moderadamente buena,883.57415
Mujer,16,NA,ES11,Otros hogares,En propiedad,NA,2.5,40819.6,NA,0,NA,883.57415
Mujer,86,Espana,ES11,Unipersonal,En propiedad,100,1,7431.8,0,1,NA,882.97641
Mujer,54,Extranjero (resto UE),ES11,2 adultos sin niños,En propiedad,300,1.5,22720.8,11880.6,0,Moderadamente buena,495.04286
Hombre,57,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,22720.8,0,0,Moderadamente buena,495.04286
Hombre,60,Espana,ES11,Biparental con niños/as,En propiedad,300,2,42844.2,17416.4,0,NA,546.85611
Mujer,56,Espana,ES11,Biparental con niños/as,En propiedad,500,2,42844.2,24177.4,0,Mala,546.85611
Hombre,17,Espana,ES11,Biparental con niños/as,En propiedad,200,2,42844.2,0,0,NA,546.85611
Hombre,45,Espana,ES11,Biparental con niños/as,En propiedad,500,1.8,29957.1,18290.9,0,Buena,1024.99998
Mujer,43,Espana,ES11,Biparental con niños/as,En propiedad,500,1.8,29957.1,0,0,Muy buena,1024.99998
Hombre,5,NA,ES11,Biparental con niños/as,En propiedad,NA,1.8,29957.1,NA,0,NA,1024.99998
Hombre,49,Extranjero (resto mundo),ES11,Biparental con niños/as,En propiedad,200,2.8,11054.4,974.6,1,Buena,479.39015
Mujer,49,Espana,ES11,Biparental con niños/as,En propiedad,500,2.8,11054.4,6915.9,1,Moderadamente mala,479.39015
Hombre,17,Espana,ES11,Biparental con niños/as,En propiedad,200,2.8,11054.4,0,1,NA,479.39015
Hombre,15,NA,ES11,Biparental con niños/as,En propiedad,NA,2.8,11054.4,NA,1,NA,479.39015
Hombre,11,NA,ES11,Biparental con niños/as,En propiedad,NA,2.8,11054.4,NA,1,NA,479.39015
Hombre,75,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,11266.7,0,1,NA,521.82327
Mujer,72,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,11266.7,0,1,NA,521.82327
Hombre,68,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,35893.5,0,0,NA,521.82327
Mujer,67,Espana,ES11,2 adultos sin niños,En propiedad,500,1.5,35893.5,0,0,NA,521.82327
Hombre,86,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,16210.6,0,0,NA,648.45864
Mujer,82,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,16210.6,0,0,NA,648.45864
Hombre,69,Espana,ES11,2 adultos sin niños,En propiedad,500,1.5,27782.4,0,0,NA,466.62652
Mujer,62,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,27782.4,0,0,NA,466.62652
Hombre,62,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,39044.4,29775,0,NA,584.50418
Mujer,60,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,39044.4,8903.1,0,NA,584.50418
Hombre,60,Espana,ES11,Otros hogares,En propiedad,200,2,32951.3,15750.7,0,NA,672.38614
Mujer,55,Espana,ES11,Otros hogares,En propiedad,300,2,32951.3,11823.8,0,Moderadamente buena,672.38614
Mujer,28,Espana,ES11,Otros hogares,En propiedad,500,2,32951.3,4812.8,0,Buena,672.38614
Hombre,67,Espana,ES11,2 adultos sin niños,En propiedad,500,1.5,23834.7,0,0,NA,466.62652
Mujer,65,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,23834.7,0,0,NA,466.62652
Mujer,86,Espana,ES11,Biparental con niños/as,En alquiler,100,2.3,12718.2,0,1,NA,618.61912
Mujer,53,Espana,ES11,Biparental con niños/as,En alquiler,200,2.3,12718.2,0,1,Moderadamente buena,618.61912
Mujer,20,Espana,ES11,Biparental con niños/as,En alquiler,344,2.3,12718.2,0,1,NA,618.61912
Mujer,2,NA,ES11,Biparental con niños/as,En alquiler,NA,2.3,12718.2,NA,1,NA,618.61912
Mujer,49,Espana,ES11,Monomarental con niños/as,En alquiler,500,1.5,14998.3,14711.4,0,Mala,584.59462
Hombre,19,Espana,ES11,Monomarental con niños/as,En alquiler,344,1.5,14998.3,0,0,NA,584.59462
Mujer,73,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,11535.59,0,1,NA,443.74314
Hombre,75,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,11535.59,0,1,NA,443.74314
Hombre,61,Espana,ES11,Otros hogares,En propiedad,300,2.5,75780.7,0,0,NA,1080.8319
Mujer,60,Espana,ES11,Otros hogares,En propiedad,100,2.5,75780.7,0,0,NA,1080.8319
Hombre,36,Espana,ES11,Otros hogares,En propiedad,500,2.5,75780.7,10012,0,Buena,1080.8319
Hombre,31,Espana,ES11,Otros hogares,En propiedad,354,2.5,75780.7,8833.6,0,Buena,1080.8319
Mujer,71,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,25485.4,0,0,NA,577.86221
Hombre,76,Espana,ES11,2 adultos sin niños,En propiedad,300,1.5,25485.4,0,0,NA,577.86221
Hombre,62,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,26255.8,0,0,NA,497.04514
Mujer,60,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,26255.8,0,0,NA,497.04514
Mujer,57,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,19227.9,6829.3,0,Moderadamente buena,866.12124
Hombre,22,Espana,ES11,2 adultos sin niños,En propiedad,500,1.5,19227.9,8611.8,0,NA,866.12124
Hombre,75,Espana,ES11,2 adultos sin niños,En propiedad,500,1.5,42026.2,0,0,NA,443.74314
Mujer,72,Espana,ES11,2 adultos sin niños,En propiedad,500,1.5,42026.2,0,0,NA,443.74314
Hombre,58,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,20832,0,0,Moderadamente mala,336.72569
Mujer,84,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,20832,0,0,NA,336.72569
Hombre,53,Espana,ES11,Otros hogares,En propiedad,200,2,34051.1,15210.8,0,Moderadamente mala,1010.79633
Mujer,77,Espana,ES11,Otros hogares,En propiedad,100,2,34051.1,0,0,NA,1010.79633
Hombre,44,Espana,ES11,Otros hogares,En propiedad,100,2,34051.1,12000,0,Moderadamente mala,1010.79633
Hombre,74,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,33153.9,0,0,NA,443.74314
Mujer,67,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,33153.9,0,0,NA,443.74314
Hombre,68,Espana,ES11,2 adultos sin niños,En propiedad,300,1.5,12426.7,0,1,NA,396.80544
Mujer,65,Espana,ES11,2 adultos sin niños,En propiedad,300,1.5,12426.7,1028.2,1,NA,396.80544
Hombre,86,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,17158.69,0,0,NA,551.43012
Mujer,86,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,17158.69,0,0,NA,551.43012
Hombre,74,Extranjero (resto UE),ES11,2 adultos sin niños,En alquiler,300,1.5,13012.7,0,1,NA,607.55445
Mujer,74,Extranjero (resto UE),ES11,2 adultos sin niños,En alquiler,500,1.5,13012.7,0,1,NA,607.55445
Hombre,76,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,17356.4,0,0,NA,577.86221
Mujer,75,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,17356.4,0,0,NA,577.86221
Hombre,51,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,4041,0,1,Moderadamente buena,583.96022
Mujer,53,Espana,ES11,2 adultos sin niños,En propiedad,300,1.5,4041,0,1,Buena,583.96022
Hombre,69,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,18919.2,0,0,NA,443.74314
Mujer,67,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,18919.2,0,0,NA,443.74314
Hombre,80,Espana,ES11,Otros hogares,En propiedad,000,2.8,29938.4,0,0,NA,547.22202
Mujer,45,Espana,ES11,Otros hogares,En propiedad,200,2.8,29938.4,7164.4,0,Moderadamente buena,547.22202
Hombre,55,Espana,ES11,Otros hogares,En propiedad,200,2.8,29938.4,0,0,Moderadamente buena,547.22202
Hombre,18,Espana,ES11,Otros hogares,En propiedad,344,2.8,29938.4,0,0,NA,547.22202
Mujer,11,NA,ES11,Otros hogares,En propiedad,NA,2.8,29938.4,NA,0,NA,547.22202
Hombre,45,Espana,ES11,2 adultos sin niños,En propiedad,200,1.5,21991,6976.1,0,Mala,1175.62243
Mujer,86,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,21991,0,0,NA,1175.62243
Mujer,80,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,18796.9,0,0,NA,551.43012
Hombre,86,Espana,ES11,2 adultos sin niños,En propiedad,000,1.5,18796.9,0,0,NA,551.43012
Hombre,86,Espana,ES11,Unipersonal,En propiedad,100,1,5619.8,0,1,NA,1604.50213
Hombre,66,Espana,ES11,Otros hogares,En propiedad,100,2,18880.17,0,0,NA,418.79788
Mujer,64,Espana,ES11,Otros hogares,En propiedad,200,2,18880.17,0,0,NA,418.79788
Mujer,86,Espana,ES11,Otros hogares,En propiedad,100,2,18880.17,0,0,NA,418.79788
Mujer,55,Extranjero (resto mundo),ES12,Unipersonal,En alquiler,100,1,6405.97,2925.97,1,Mala,322.52634
Hombre,18,Extranjero (resto mundo),ES12,Monomarental con niños/as,En alquiler,344,1.8,1491.05,0,1,NA,605.4541
Mujer,39,Extranjero (resto mundo),ES12,Monomarental con niños/as,En alquiler,300,1.8,1491.05,0,1,Muy mala,605.4541
Hombre,13,NA,ES12,Monomarental con niños/as,En alquiler,NA,1.8,1491.05,NA,1,NA,605.4541
Hombre,62,Espana,ES12,Biparental con niños/as,En alquiler,200,1.8,5577.5,0,1,NA,346.51329
Mujer,40,Espana,ES12,Biparental con niños/as,En alquiler,300,1.8,5577.5,0,1,Moderadamente buena,346.51329
Hombre,8,NA,ES12,Biparental con niños/as,En alquiler,NA,1.8,5577.5,NA,1,NA,346.51329
Hombre,33,Extranjero (resto mundo),ES12,Biparental con niños/as,En alquiler,100,1.8,19796.24,12833.7,0,Moderadamente buena,804.82355
Mujer,30,Extranjero (resto mundo),ES12,Biparental con niños/as,En alquiler,500,1.8,19796.24,1900.33,0,Moderadamente buena,804.82355
Mujer,2,NA,ES12,Biparental con niños/as,En alquiler,NA,1.8,19796.24,NA,0,NA,804.82355
Mujer,20,Espana,ES12,Monomarental con niños/as,En alquiler,200,1.3,5652.1,1204.5,1,NA,153.84529
Hombre,3,NA,ES12,Monomarental con niños/as,En alquiler,NA,1.3,5652.1,NA,1,NA,153.84529
Mujer,74,Espana,ES12,Unipersonal,En alquiler,100,1,14277.6,0,0,NA,537.65035
Hombre,57,Espana,ES12,Otros hogares,En alquiler,200,3,12674.03,0,1,Buena,302.53481
Mujer,55,Espana,ES12,Otros hogares,En alquiler,300,3,12674.03,0,1,Moderadamente buena,302.53481
Hombre,32,Espana,ES12,Otros hogares,En alquiler,100,3,12674.03,28.1,1,Moderadamente buena,302.53481
Mujer,29,Espana,ES12,Otros hogares,En alquiler,200,3,12674.03,1970.4,1,Moderadamente buena,302.53481
Hombre,16,NA,ES12,Otros hogares,En alquiler,NA,3,12674.03,NA,1,NA,302.53481
Mujer,59,Espana,ES12,2 adultos sin niños,En alquiler,200,1.5,8501.3,0,1,Moderadamente buena,664.32506
Hombre,50,Espana,ES12,2 adultos sin niños,En alquiler,300,1.5,8501.3,2633.3,1,Moderadamente buena,664.32506
Mujer,29,Espana,ES12,Monomarental con niños/as,En alquiler,200,1.3,9922.99,0,1,NA,225.15587
Mujer,6,NA,ES12,Monomarental con niños/as,En alquiler,NA,1.3,9922.99,NA,1,NA,225.15587
Hombre,77,Espana,ES12,Unipersonal,En propiedad,100,1,23057.9,0,0,NA,476.12857
Hombre,39,Espana,ES12,Biparental con niños/as,En alquiler,200,1.8,22647.2,0,0,Mala,385.94391
Mujer,34,Espana,ES12,Biparental con niños/as,En alquiler,354,1.8,22647.2,0,0,Buena,385.94391
Hombre,4,NA,ES12,Biparental con niños/as,En alquiler,NA,1.8,22647.2,NA,0,NA,385.94391
Hombre,69,Espana,ES12,2 adultos sin niños,En propiedad,300,1.5,24513.9,0,0,NA,486.65863
Mujer,69,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,24513.9,0,0,NA,486.65863
Hombre,34,Espana,ES12,2 adultos sin niños,En alquiler,200,1.5,17744.7,6974.4,0,Buena,855.52315
Mujer,30,Espana,ES12,2 adultos sin niños,En alquiler,354,1.5,17744.7,0,0,Muy buena,855.52315
Mujer,36,Espana,ES12,Unipersonal,En alquiler,500,1,7231.6,7231.6,1,Buena,1167.82868
Mujer,51,Espana,ES12,Monomarental con niños/as,En propiedad,500,2,15994.6,0,1,Buena,835.55286
Mujer,21,Espana,ES12,Monomarental con niños/as,En propiedad,344,2,15994.6,715.8,1,NA,835.55286
Mujer,19,Espana,ES12,Monomarental con niños/as,En propiedad,344,2,15994.6,0,1,NA,835.55286
Mujer,65,Espana,ES12,Unipersonal,En propiedad,300,1,22816.1,0,0,NA,478.86183
Hombre,57,Espana,ES12,Otros hogares,En propiedad,500,2,28186.7,26550.8,0,Moderadamente buena,471.02354
Mujer,62,Espana,ES12,Otros hogares,En propiedad,300,2,28186.7,0,0,NA,471.02354
Hombre,25,Espana,ES12,Otros hogares,En propiedad,354,2,28186.7,0,0,NA,471.02354
Hombre,86,Espana,ES12,2 adultos sin niños,En alquiler,500,1.5,34711.4,199.2,0,NA,448.40666
Mujer,74,Espana,ES12,2 adultos sin niños,En alquiler,300,1.5,34711.4,0,0,NA,448.40666
Hombre,37,Espana,ES12,Biparental con niños/as,En alquiler,200,2.1,5233.17,0,1,Moderadamente buena,299.18142
Mujer,35,Espana,ES12,Biparental con niños/as,En alquiler,500,2.1,5233.17,2577.77,1,Moderadamente buena,299.18142
Mujer,4,NA,ES12,Biparental con niños/as,En alquiler,NA,2.1,5233.17,NA,1,NA,299.18142
Hombre,8,NA,ES12,Biparental con niños/as,En alquiler,NA,2.1,5233.17,NA,1,NA,299.18142
Mujer,86,Espana,ES12,Unipersonal,En propiedad,000,1,9099.9,0,0,NA,476.74617
Mujer,83,Espana,ES12,Unipersonal,En propiedad,100,1,9011.8,0,0,NA,476.74617
Mujer,68,Espana,ES12,Unipersonal,En propiedad,100,1,5308.3,0,1,NA,332.78346
Mujer,74,Espana,ES12,Otros hogares,En propiedad,300,2.6,53498.5,0,0,NA,170.73775
Mujer,43,Espana,ES12,Otros hogares,En propiedad,500,2.6,53498.5,4503.1,0,Moderadamente buena,170.73775
Hombre,42,Extranjero (resto mundo),ES12,Otros hogares,En propiedad,300,2.6,53498.5,0,0,Moderadamente mala,170.73775
Mujer,10,NA,ES12,Otros hogares,En propiedad,NA,2.6,53498.5,NA,0,NA,170.73775
Hombre,7,NA,ES12,Otros hogares,En propiedad,NA,2.6,53498.5,NA,0,NA,170.73775
Mujer,54,Espana,ES12,Unipersonal,En alquiler,500,1,18001.6,18001.6,0,Buena,199.63054
Mujer,80,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,10772.9,0,1,NA,396.46593
Hombre,50,Espana,ES12,2 adultos sin niños,En propiedad,200,1.5,10772.9,0,1,Moderadamente mala,396.46593
Hombre,67,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,22604.6,0,0,NA,262.61665
Mujer,63,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,22604.6,0,0,NA,262.61665
Hombre,70,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,29873.4,0,0,NA,285.69904
Mujer,66,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,29873.4,0,0,NA,285.69904
Hombre,56,Espana,ES12,Unipersonal,En propiedad,100,1,13771.3,13771.3,0,Moderadamente buena,180.84555
Hombre,69,Espana,ES12,2 adultos sin niños,En propiedad,200,1.5,36621.2,974.1,0,NA,285.69904
Mujer,66,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,36621.2,0,0,NA,285.69904
Mujer,63,Espana,ES12,Unipersonal,En propiedad,500,1,390.84,0,1,NA,366.45617
Hombre,45,Espana,ES12,Biparental con niños/as,En propiedad,500,2.1,49216.8,32482.3,0,Moderadamente buena,357.54095
Mujer,44,Espana,ES12,Biparental con niños/as,En propiedad,500,2.1,49216.8,15315.3,0,Buena,357.54095
Hombre,9,NA,ES12,Biparental con niños/as,En propiedad,NA,2.1,49216.8,NA,0,NA,357.54095
Mujer,6,NA,ES12,Biparental con niños/as,En propiedad,NA,2.1,49216.8,NA,0,NA,357.54095
Hombre,50,Espana,ES12,2 adultos sin niños,En propiedad,300,1.5,41812.1,18652.2,0,Buena,649.58925
Mujer,50,Espana,ES12,2 adultos sin niños,En propiedad,500,1.5,41812.1,26587.6,0,Buena,649.58925
Hombre,32,Espana,ES12,Biparental con niños/as,En propiedad,200,1.8,13184.7,0,1,Moderadamente buena,378.00926
Mujer,35,Espana,ES12,Biparental con niños/as,En propiedad,354,1.8,13184.7,0,1,Buena,378.00926
Mujer,1,NA,ES12,Biparental con niños/as,En propiedad,NA,1.8,13184.7,NA,1,NA,378.00926
Hombre,32,Espana,ES12,2 adultos sin niños,En alquiler,500,1.5,22339.4,8524.6,0,Moderadamente buena,654.70187
Mujer,30,Espana,ES12,2 adultos sin niños,En alquiler,500,1.5,22339.4,13718.7,0,Buena,654.70187
Hombre,60,Espana,ES12,Unipersonal,En alquiler,100,1,10081.3,0,0,NA,164.89219
Hombre,60,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,51729.91,0,0,NA,239.09617
Mujer,59,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,51729.91,25677.45,0,Buena,239.09617
Hombre,47,Espana,ES12,Monomarental con niños/as,En propiedad,200,1.5,3557.14,1906.6,1,Moderadamente buena,157.87345
Mujer,15,NA,ES12,Monomarental con niños/as,En propiedad,NA,1.5,3557.14,NA,1,NA,157.87345
Hombre,69,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,30829,0,0,NA,260.49599
Mujer,68,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,30829,0,0,NA,260.49599
Hombre,68,Espana,ES12,Otros hogares,En propiedad,100,2.3,44679.8,0,0,NA,411.36067
Mujer,67,Espana,ES12,Otros hogares,En propiedad,100,2.3,44679.8,0,0,NA,411.36067
Mujer,40,Espana,ES12,Otros hogares,En propiedad,500,2.3,44679.8,0,0,Moderadamente buena,411.36067
Mujer,3,NA,ES12,Otros hogares,En propiedad,NA,2.3,44679.8,NA,0,NA,411.36067
Hombre,60,Espana,ES12,2 adultos sin niños,En propiedad,500,1.5,43513.9,0,0,NA,239.09617
Mujer,59,Espana,ES12,2 adultos sin niños,En propiedad,200,1.5,43513.9,0,0,Moderadamente buena,239.09617
Mujer,73,Espana,ES12,Unipersonal,En propiedad,200,1,30147.3,0,0,NA,474.32514
Mujer,79,Espana,ES12,Unipersonal,En propiedad,100,1,21311.6,0,0,NA,679.51903
Mujer,77,Espana,ES12,2 adultos sin niños,En propiedad,500,1.5,12068.6,0,1,NA,514.44188
Hombre,45,Espana,ES12,2 adultos sin niños,En propiedad,500,1.5,12068.6,15376.8,1,Moderadamente buena,514.44188
Mujer,86,Espana,ES12,Unipersonal,En alquiler,500,1,18129.4,0,0,NA,679.51903
Hombre,53,Espana,ES12,Unipersonal,En propiedad,500,1,49389.2,48067.1,0,Moderadamente mala,589.92815
Hombre,44,Espana,ES12,Biparental con niños/as,En alquiler,500,2.1,44568,30742.2,0,Buena,476.71582
Mujer,44,Espana,ES12,Biparental con niños/as,En alquiler,500,2.1,44568,0,0,Buena,476.71582
Mujer,5,NA,ES12,Biparental con niños/as,En alquiler,NA,2.1,44568,NA,0,NA,476.71582
Mujer,5,NA,ES12,Biparental con niños/as,En alquiler,NA,2.1,44568,NA,0,NA,476.71582
Hombre,71,Extranjero (resto mundo),ES12,2 adultos sin niños,En propiedad,500,1.5,35950.4,0,0,NA,407.21446
Mujer,67,Espana,ES12,2 adultos sin niños,En propiedad,500,1.5,35950.4,0,0,NA,407.21446
Hombre,40,Espana,ES12,Biparental con niños/as,En propiedad,500,1.8,42293.4,19934.9,0,Muy buena,287.52351
Mujer,38,Espana,ES12,Biparental con niños/as,En propiedad,500,1.8,42293.4,19692.9,0,Buena,287.52351
Hombre,5,NA,ES12,Biparental con niños/as,En propiedad,NA,1.8,42293.4,NA,0,NA,287.52351
Mujer,31,Espana,ES12,Unipersonal,En alquiler,500,1,1909.4,1909.4,1,Moderadamente buena,1368.7262
Hombre,77,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,16151.6,0,0,NA,344.89505
Mujer,62,Espana,ES12,2 adultos sin niños,En propiedad,100,1.5,16151.6,1573,0,NA,344.89505
Hombre,68,Espana,ES12,2 adultos sin niños,En propiedad,000,1.5,31004.2,0,0,NA,407.21446
Mujer,69,Espana,ES12,2 adultos sin niños,En propiedad,500,1.5,31004.2,0,0,NA,407.21446
